indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
27961,70733756,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27962,71958291,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27963,69473342,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27964,70733769,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27965,69730778,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27966,67380153,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27967,71276697,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27968,69473335,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27969,72513452,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27970,68834599,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27971,66552592,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27972,71956794,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27973,71276736,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27974,70734491,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27975,32756284,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27976,68591806,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27977,70735620,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27978,67772938,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27979,64749319,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27980,71960277,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27981,66698176,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27982,71276971,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27983,67380907,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27984,68513458,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27985,68834630,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27986,69895089,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27987,71741745,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27988,68233121,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27989,71275810,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27990,67378716,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27991,70144134,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27992,71741640,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27993,70144188,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27994,70383567,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27995,70567899,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27996,70144219,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27997,67773571,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27998,71275836,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
27999,70734919,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28000,69473591,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28001,53292062,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28002,68234624,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28003,69731891,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28004,69731826,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28005,68514628,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28006,69473495,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28007,68514653,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28008,71741771,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28009,68837875,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28010,70568510,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28011,71741431,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28012,66552500,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28013,55598137,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28014,71276745,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28015,68837653,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28016,71741335,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28017,70734371,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28018,71277018,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28019,67380223,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28020,71527180,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28021,69470034,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28022,70735235,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28023,71740932,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28024,70567998,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28025,71742220,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28026,67773033,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28027,61826874,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28028,68233735,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28029,71528760,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28030,70146256,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28031,69732124,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28032,60492620,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28033,68837864,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28034,68234287,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28035,49844954,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28036,71275646,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28037,67017233,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28038,68591297,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28039,70145729,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28040,68233567,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28041,69473292,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28042,70144248,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28043,70145695,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28044,34558621,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28045,71528410,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28046,68513661,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28047,49843823,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28048,67773406,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28049,71275575,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28050,68233770,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28051,67380248,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28052,67379306,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28053,68514588,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28054,71528528,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28055,68234237,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28056,69730774,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28057,65317743,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28058,49845058,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28059,71741224,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28060,67379060,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28061,70143177,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28062,70733726,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28063,71742163,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28064,68834569,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28065,70735530,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28066,69732161,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28067,67772956,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28068,69471053,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28069,60729957,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28070,69895928,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28071,68233608,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28072,67017542,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28073,71960294,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28074,70382999,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28075,69473244,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28076,68234095,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28077,68837507,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28078,71274808,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28079,57290217,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28080,68837660,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28081,70144192,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28082,67378583,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28083,71960175,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28084,69473559,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28085,68512656,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28086,65103842,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28087,68233661,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28088,68834491,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28089,69473596,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28090,71741608,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28091,68837822,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28092,70734328,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28093,70384246,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28094,71276843,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28095,67772774,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28096,67380049,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28097,29650985,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28098,71960220,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28099,68834175,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28100,71276383,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28101,67378703,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28102,71742253,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28103,67772795,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28104,67378897,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28105,69731806,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28106,66552628,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28107,69473294,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28108,68234286,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28109,66552735,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28110,68234188,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28111,69895803,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28112,71741190,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28113,68234588,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28114,70734524,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28115,69470916,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28116,71959555,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28117,67772762,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28118,71527680,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28119,71741292,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28120,70145739,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28121,68234037,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28122,71741421,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28123,69473496,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28124,68234259,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28125,67016586,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28126,67017559,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28127,67772926,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28128,66060227,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28129,68837472,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28130,71275401,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28131,71960354,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28132,71742280,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28133,69473421,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28134,68837125,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28135,65318056,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28136,68514825,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28137,68837551,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28138,70145774,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28139,69473567,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28140,71741786,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28141,71741289,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28142,66552623,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28143,71959711,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28144,71959705,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28145,69896208,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28146,69472707,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28147,69895813,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28148,70145778,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28149,59224678,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28150,71275778,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28151,68233511,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28152,71741334,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28153,70146057,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28154,70145745,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28155,71741367,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28156,71528511,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28157,69895858,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28158,68514573,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28159,71275597,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28160,70568514,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28161,71959569,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28162,70144107,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28163,69473656,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28164,71528218,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28165,69895793,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28166,68513463,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28167,54727426,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28168,68834463,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28169,68837688,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28170,71959894,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28171,69470220,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28172,70144079,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28173,68233751,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28174,67379766,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28175,68234197,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28176,69893563,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28177,71741727,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28178,70383510,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28179,66699162,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28180,70146333,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28181,65102149,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28182,25452606,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28183,69473295,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28184,68512708,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28185,37129908,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28186,54951539,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28187,70568479,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28188,71275721,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28189,25892031,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28190,69891589,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28191,62792306,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28192,71276902,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28193,68837794,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28194,71276705,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28195,25556432,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28196,72513470,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28197,68836029,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28198,70143890,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28199,70144203,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28200,69732147,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28201,67378755,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28202,71273628,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28203,51621756,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28204,69895838,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28205,70146120,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28206,71741655,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28207,71275460,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28208,68514648,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28209,70567901,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28210,67016588,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28211,67378725,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28212,71742166,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28213,68514644,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28214,67379043,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28215,68834171,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28216,70734658,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28217,70146284,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28218,71276888,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28219,70735554,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28220,62979286,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28221,71959802,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28222,57694792,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28223,68233760,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28224,62600811,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28225,68514327,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28226,70567387,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28227,24104334,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28228,68837469,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28229,68234015,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28230,69893558,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28231,69732220,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28232,67016617,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28233,68233730,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28234,68837693,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28235,70146193,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28236,68834801,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28237,68234098,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28238,67378951,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28239,71528688,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28240,68591035,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28241,67379092,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28242,67378894,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28243,70735480,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28244,71741006,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28245,69730781,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28246,69473350,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28247,71741844,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28248,70144106,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28249,68837723,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28250,69473220,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28251,71741416,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28252,60729952,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28253,71741435,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28254,68233110,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28255,71275560,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28256,71528801,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28257,70146396,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28258,69473524,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28259,71960105,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28260,68512619,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28261,68591176,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28262,66552607,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28263,52585436,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28264,54951961,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28265,69895846,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28266,64748779,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28267,71959622,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28268,68514350,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28269,71276521,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28270,70733712,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28271,71960010,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28272,71742170,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28273,68837676,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28274,67772931,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28275,71528722,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28276,70384256,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28277,70146213,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28278,68234563,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28279,71741810,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28280,70383101,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28281,70568038,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28282,70383111,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28283,71276485,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28284,70383122,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28285,67380243,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28286,70144168,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28287,70383112,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28288,69732099,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28289,71528622,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28290,70383636,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28291,68514429,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28292,71960199,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
