Engine size in CC,Number of female owners,Type of fuel,Number of male owners,Manufacturer,Model,Price,Power (BHP) of the car,Total number of owners,Car Transmission,Gender unclassified
1325.0,411,petrol,1131,Suzuki,Samurai,12.25,43.0,1595,5.0,53
4988.0,151,petrol,1369,BMW,850i,111.993,220.0,1585,5.0,65
5733.0,128,petrol,1389,Porsche,Carrera,646.605,450.0,1577,6.0,60
5341.0,69,petrol,1455,Aston-Martin,Vantage,360.755,410.0,1557,6.0,33
1590.0,490,petrol,973,Honda,CRX,28.735,100.66666670000001,1542,4.666666667,79
4957.0,82,petrol,1343,Porsche,928,110.0985,235.0,1494,5.0,69
2129.0,473,petrol,876,Mazda,MPV,35.29583333,102.0,1424,5.0,75
1747.0,370,petrol,884,Fiat,Barchetta,28.295,96.0,1324,5.0,70
1574.4285710000001,381,petrol,759,Opel,Zafira,35.27,112.07142859999999,1256,6.0,116
1298.0,801,petrol,371,Daihatsu,Copen,23.8115,64.0,1254,5.0,82
1463.857143,462,petrol,704,Hyundai,Pony,10.32442857,54.35714286,1219,4.1428571430000005,53
3800.5,89,petrol,1092,TVR,Tuscan,107.7,274.0,1219,5.0,38
2995.0,38,petrol,1144,Lotus,Esprit,93.42433333,233.0,1206,5.0,24
2367.181818,163,petrol,987,Peugeot,605,35.25972727,104.6363636,1203,4.727272727,53
1977.259259,183,petrol,939,Renault,25,22.35277778,80.92592593,1165,4.222222222,43
3586.0,56,petrol,1056,Ferrari,360,200.19825,294.0,1151,6.0,39
2376.75,154,petrol,911,Renault,Vel,51.6415625,126.5,1115,5.375,50
2652.375,105,petrol,968,Alfa-Romeo,164,38.39725,131.0,1112,4.75,39
1998.0,108,petrol,956,Triumph,TR7,13.137,93.5,1109,5.0,45
2309.340426,207,diesel,777,Mercedes,Viano,57.22905851,120.42553190000001,1050,5.234042553,66
1166.142857,601918,petrol,544298,Ford,Fiesta,18.53214286,68.57142857,1195296,5.714285714,49080
1998.5,137069,petrol,594332,Ford,Mondeo,39.97375,130.25,758010,1.75,26609
1497.169492,226668,petrol,443988,Ford,Focus,30.61932203,94.03389831,697560,5.966101695,26904
1537.406593,252197,petrol,394540,Volkswagen,Golf,31.24215385,89.46153846,687585,6.164835165,40848
1219.6538460000002,382213,petrol,266957,Renault,Clio,22.1,75.57692308,679860,5.615384615,30690
1650.2051279999998,199121,petrol,437946,Ford,Escort,16.20874359,63.56410256,663147,4.461538462,26080
1279.6956519999999,326061,petrol,196565,Nissan,Micra,20.3776087,67.95652174,553056,4.869565217,30430
1995.7777780000001,127354,petrol,364900,BMW,320i,47.84837037,126.1111111,519672,6.444444444,27418
1631.5,307566,petrol,181333,Peugeot,206,20.03375,71.33333333,513081,4.833333333,24182
1408.055556,266876,petrol,186102,Volkswagen,Polo,18.1925,60.96296296,483183,5.074074073999999,30205
1623.793103,190165,petrol,266914,Renault,Megane,26.449886699999997,87.31034483,480565,5.408866995,23486
1196.0,260483,petrol,95303,Ford,Ka+,15.46,60.8,373728,5.0,17942
1480.575,130915,petrol,221092,Honda,Civic,29.942625,106.225,372615,4.5,20608
1994.0,123743,petrol,214515,Rover,2000,17.182000000000002,74.0,353897,5.0,15639
1698.64,124092,petrol,205295,Peugeot,306,18.64264,67.0,345491,4.84,16104
1366.294118,165216,petrol,121971,Peugeot,106,12.35588235,53.88235294,301115,4.647058824,13928
1743.4418600000001,78185,petrol,150576,Citroen,Xsara,22.36209302,72.58139535,237504,4.88372093,8743
1677.949153,85032,petrol,136760,Toyota,Corolla,27.23911864,91.61016949,236216,3.033898305,14424
1920.026316,48225,diesel,176616,Renault,Laguna,34.02059211,99.0,234751,5.552631579,9910
1835.8461539999998,38584,petrol,165503,Volkswagen,Passat,46.06451282,125.43589740000002,215880,6.487179487000001,11793
1367.272727,113944,petrol,92260,Citroen,Saxo,12.32981818,53.81818182,214750,4.818181818,8546
2043.820513,35097,petrol,165597,Peugeot,406,28.60820513,92.82051282,210168,4.756410256000001,9474
1596.92,45450,petrol,144603,Mercedes,CLA,46.5274,131.6,203654,7.04,13601
1397.8,113341,petrol,67240,Toyota,Yaris,20.7206,74.4,196063,3.52,15482
1847.6666670000002,64484,petrol,115766,Nissan,Almera,22.78208333,81.66666667,189557,4.916666667,9307
1933.021739,36561,petrol,135634,Nissan,Primera,26.51269565,93.58695652,181712,4.02173913,9517
2283.112903,36467,petrol,134273,Audi,A4,57.92693548,149.7096774,180067,6.161290322999999,9327
1723.0,69969,petrol,97719,Peugeot,307,27.46483636,86.45454545,174668,4.872727273,6980
2979.0,21275,petrol,134862,BMW,535i,93.71425,225.0,164244,8.0,8107
2425.428571,32777,diesel,122403,Land-Rover,Discovery,107.4521429,182.5714286,161640,8.0,6460
2151.647059,24303,petrol,107929,Honda,Accord,39.39984314,117.70588240000001,140582,5.784313725,8350
2083.523077,48126,diesel,83796,Land-Rover,Freelander,43.86363077,105.1692308,138369,5.292307692,6447
1873.261538,23215,petrol,97803,Toyota,Avensis,37.31523077,103.6769231,128315,4.323076923,7297
2598.818182,16405,petrol,92854,Mercedes,E,78.07322727,192.4,116763,7.672727273,7504
1430.75,40967,petrol,54769,Peugeot,205,13.11525,50.875,100654,4.75,4918
1711.5714289999999,53303,petrol,40285,Mini,Cooper,31.38814286,111.0,99667,6.714285714,6079
1292.352941,39820,petrol,54550,Skoda,Fabia,19.00794118,66.97058824,99144,5.205882353,4774
1791.2307690000002,20068,petrol,72645,Toyota,Carina,17.44569231,68.26923077,98584,4.692307692,5871
2261.193548,45622,petrol,42529,Toyota,RAV4,43.54851613,137.7741935,94971,1.35483871,6820
1205.192982,43722,petrol,45482,Seat,Ibiza,19.93814035,76.31578947,93594,5.649122807,4390
1683.607843,34333,petrol,52579,Mazda,323,17.34364706,70.92156863,91669,4.745098039,4757
1855.0,24920,diesel,59781,Ford,Galaxy,53.78571429,124.8571429,88932,6.0,4231
1773.0,16617,petrol,66461,Peugeot,405,20.43008333,69.875,86438,4.791666667,3360
1982.756098,15760,petrol,66320,Citroen,Xantia,24.84390244,84.92682927,85814,4.756097561,3734
1928.714286,11216,petrol,69739,Rover,75,39.35238095,98.04761905,83865,5.0,2910
1424.666667,29644,petrol,48888,Audi,A3,36.21929825,94.33333333,83862,6.473684211,5330
1703.1538460000002,27183,petrol,52128,Citroen,ZX,16.05676923,67.0,83636,4.923076923,4325
1699.119048,41968,petrol,33831,Mercedes,A,31.104511900000002,93.01190476,82072,4.5476190480000005,6273
1310.0,32600,petrol,43253,Suzuki,Vitara,26.803,85.71428571,81052,5.428571429,5199
1364.0,40948,petrol,32594,Citroen,C3,22.90364865,75.64864865,76462,5.405405405,2920
1479.0,30734,petrol,41871,Hyundai,Accent,14.293,75.4,76253,4.6,3648
1242.0,35584,petrol,33183,Citroen,AX,10.83275,45.0,72417,5.0,3650
1718.5714289999999,34974,petrol,31727,Mazda,MX-5,37.46857143,103.42857140000001,71476,5.857142857,4775
1136.692308,11777,petrol,51686,Skoda,Octavia,30.65053846,95.0,66420,6.346153846,2957
1853.9,14570,petrol,49638,Rover,45,23.322,84.2,66402,3.75,2194
1971.163636,11942,diesel,49871,Volvo,V70,50.96109091,135.2909091,66105,6.181818182000001,4292
1836.5,10297,petrol,53944,Ford,Sierra,18.2955625,70.25,66018,4.875,1777
1518.0,23579,petrol,38028,Skoda,Felicia,11.370625,48.0,64746,5.0,3139
2106.5,14569,petrol,46218,Volvo,S40,35.28132353,113.3529412,64436,5.176470588,3649
1615.333333,24008,petrol,36030,Fiat,Brava,17.22277778,70.0,63521,4.8888888889999995,3483
1963.6666670000002,15563,petrol,43526,Saab,9-3X,49.28583333,145.0,63135,6.0,4046
2521.0924370000002,9936,diesel,50463,Land-Rover,Range,107.6705126,196.3361345,62680,8.277310924,2281
2790.454545,8963,diesel,48642,Audi,A6,82.06090909,199.7272727,60939,7.727272727000001,3334
1921.46789,16488,petrol,39753,Volvo,V40,35.81481651,117.43119270000001,59892,6.293577982,3651
1861.8333329999998,15104,petrol,36819,Toyota,Celica,31.5255,109.66666670000001,54786,5.166666667,2863
1475.0,33288,petrol,17481,Volkswagen,Beetle,33.25025,112.75,54333,6.166666667,3564
1998.0,8541,petrol,43499,Jaguar,XE,65.56875,167.25,54163,8.0,2123
2813.0,4686,petrol,46525,Jaguar,XJ,137.5695455,223.5454545,53375,8.0,2164
935.625,29639,petrol,17915,Ford,Puma,30.3775,94.0625,50468,6.3125,2914
1832.888889,13769,petrol,33183,Volvo,440,20.27896296,72.85185185,49503,4.1111111110000005,2551
1498.25,30585,petrol,14674,Mini,One,24.09525,68.75,48136,6.25,2877
1729.3333329999998,18165,petrol,28360,MG,ZR,21.02333333,92.33333333,48065,5.0,1540
1798.0,12105,petrol,32899,Renault,Espace,59.0,166.0,47533,7.0,2529
3041.0,12613,petrol,30584,Mercedes,CLK,72.79589474,166.3157895,45949,6.210526316,2752
1757.6,8267,petrol,35531,Subaru,Impreza,30.5976,97.6,45666,1.8,1868
1950.90625,9087,petrol,33088,Mazda,626,20.7195,81.375,44304,4.71875,2129
1891.5882350000002,9786,petrol,31510,Volkswagen,Bora,25.39952941,78.85294118,43278,4.647058824,1982
1615.3707869999998,11286,petrol,29664,Seat,Leon,32.93965169,114.8202247,42979,6.348314607000001,2029
2208.090909,10254,petrol,29883,Saab,900,37.00904545,114.68181820000001,42877,4.590909091,2740
2934.631579,5006,petrol,35536,Jaguar,S-Type,66.58842105,172.3157895,42315,5.736842105,1773
2011.5555559999998,14213,petrol,25065,Audi,TT,64.59222222,178.5555556,42099,6.777777778,2821
1108.0,26817,petrol,12991,Fiat,Seicento,8.17,40.0,41900,5.0,2092
1180.5454550000002,19182,petrol,17927,Suzuki,Swift,19.08518182,68.90909091,39967,3.727272727,2858
1506.5,17412,petrol,19953,Daewoo,Lanos,13.24516667,66.66666667,39619,4.833333333,2254
2247.333333,7315,petrol,30247,Audi,80,27.09825,91.75,39237,4.666666667,1675
1645.133333,11103,petrol,25091,Renault,19,16.29053333,57.86666667,37955,4.8,1761
1794.0,11459,petrol,24161,Toyota,MR2,34.19,103.0,37445,6.0,1825
1773.7,8769,petrol,26844,Mitsubishi,Carisma,22.69,82.2,37416,4.8,1803
2081.375,6997,petrol,28591,Alfa-Romeo,156,32.898125,116.29166670000001,37311,5.333333333,1723
2294.764706,6622,petrol,28562,Volvo,850,36.38445588,125.70588240000001,37081,4.5,1897
1805.924528,5406,diesel,30090,Citroen,C5,34.9090566,104.2264151,36747,5.603773585,1251
2316.0,6926,petrol,27674,Volvo,940,30.236875,110.0,36436,4.5,1836
2031.469388,5239,petrol,28630,Saab,09-May,52.95719388,146.122449,35942,5.653061224,2073
2284.1333329999998,6621,petrol,27384,Mercedes,190,36.64326667,88.73333333,35874,4.466666667,1869
1472.826087,12365,diesel,22125,Renault,Scenic,32.06304348,89.34782609,35857,5.956521738999999,1367
1424.857143,16942,petrol,16759,Hyundai,Getz,13.63642857,69.0,34723,4.714285714,1022
899.0,19586,petrol,12949,Fiat,Cinquecento,7.712000000000001,29.0,34417,5.0,1882
1466.307692,13726,petrol,18719,Fiat,Bravo,22.455,92.30769231,34192,6.0,1747
1470.909091,13642,petrol,19383,Ford,Fusion,19.37890909,61.27272727,33934,4.8636363639999995,909
1452.0,9676,diesel,22453,Citroen,Berlingo,27.4386,85.28,33333,6.34,1204
1837.363636,10893,petrol,21060,Fiat,Stilo,22.77681818,92.36363636,33064,5.272727273,1111
1090.4,13631,petrol,16287,Suzuki,Wagon,9.8628,50.0,32399,5.0,2481
1854.2,8676,diesel,21454,Volkswagen,Sharan,45.6995,114.0,32252,6.0,2122
2876.0,8874,diesel,21077,Mercedes,ML,77.41666667,188.33333330000002,31703,7.0,1752
2748.333333,14731,petrol,14181,Mercedes,SLK,61.86283333,184.16666669999998,31349,6.833333333,2437
2994.666667,6850,diesel,23115,BMW,X5,113.26933329999999,246.33333330000002,31278,8.0,1313
2095.1851850000003,5524,petrol,23772,Mazda,6,42.66935185,118.18518519999999,30367,5.907407407000001,1071
1774.8125,6909,diesel,20968,Nissan,X-Trail,47.361875,113.375,29353,3.75,1476
1382.75,15285,petrol,13128,Citroen,C2,15.14,64.0,29251,5.0,838
868.3333332999998,14339,petrol,13474,Rover,Mini,7.92,33.33333333,29140,4.0,1327
1308.285714,16682,petrol,10392,Toyota,Starlet,11.389000000000001,53.0,28673,4.1428571430000005,1599
996.0,13920,petrol,11475,Suzuki,Alto,9.5628,50.0,28248,4.6,2853
1593.111111,6548,petrol,20538,Ford,Orion,15.40377778,60.11111111,28029,5.0,943
2239.666667,7595,petrol,18342,Toyota,Previa,43.08,105.0,27922,4.666666667,1985
2326.3589739999998,3566,petrol,23365,Ford,Granada,18.84548718,87.07692308,27682,4.076923077,751
1373.75,17473,petrol,8087,Volkswagen,Lupo,13.88308333,47.75,27180,4.75,1620
2336.52,4433,petrol,21126,Saab,9000,41.61600000000001,125.36,27013,4.6,1454
1374.046512,12857,petrol,12702,Mitsubishi,Colt,17.03876744,73.48837209,26950,5.302325581,1391
2998.0,2464,petrol,22616,BMW,740i,115.53299999999999,250.0,26365,8.0,1285
2719.842105,7766,diesel,16712,Chrysler,Voyager,39.70773684,117.57894740000002,25691,4.8421052630000005,1213
3005.4,2273,petrol,21932,Porsche,911,158.7922667,293.53333330000004,25331,7.466666667,1126
1642.875,7058,petrol,17022,Peugeot,309,14.350125,59.5,25082,4.875,1002
2697.368421,6332,diesel,17099,Nissan,Terrano,37.01736842,97.57894737,24410,4.736842105,979
1372.666667,11984,petrol,9454,Suzuki,Jimny,25.94322222,67.0,23511,4.777777778,2073
1836.875,5655,petrol,16277,Fiat,Marea,20.1241875,79.875,22974,4.875,1042
1754.4,11532,petrol,10159,MG,TF,32.09,98.2,22930,4.0,1239
2972.3076920000003,3829,petrol,17835,Mercedes,300,62.39565385,135.5,22858,4.384615385,1194
1969.0,3064,petrol,18271,Volvo,S60,52.085,223.83333330000002,22548,8.0,1213
1095.777778,11397,petrol,10116,Fiat,Panda,10.42388889,52.44444444,22448,5.0,935
1741.0,6636,petrol,14738,Hyundai,Lantra,16.4455,78.0,22410,4.666666667,1036
998.0,7773,petrol,13677,Kia,Rio,22.95871429,80.0,22166,6.285714286,716
3071.0,4345,petrol,16330,Porsche,Boxster,83.50125,213.5,22033,6.5,1358
2084.3793100000003,4950,petrol,15352,Subaru,Legacy,37.52210345,107.37931029999999,21689,3.8965517239999996,1387
1802.774194,7242,petrol,12401,Alfa-Romeo,147,25.3433871,95.09677419,20712,5.193548387,1069
2234.4,8175,petrol,10687,BMW,Z3,39.7374,115.0,20176,4.6,1314
1337.714286,8342,petrol,10542,Fiat,Uno,11.28285714,49.28571429,19871,4.285714286,987
1746.9444440000002,5330,petrol,13033,Seat,Alhambra,49.82277778,115.83333329999999,19698,6.0,1335
1498.0,7177,petrol,11334,Daewoo,Nexia,12.47666667,58.66666667,19590,4.666666667,1079
1197.0,8493,petrol,9274,Suzuki,Ignis,19.45142857,61.0,19466,3.571428571,1699
2458.909091,2592,petrol,16143,Ford,Scorpio,30.86290909,105.54545449999999,19437,4.454545455,702
2222.7105260000003,1760,diesel,15856,Mercedes,Sprinter,43.06842105,104.20175440000001,18921,6.254385965,1305
1891.7,3910,petrol,13924,Nissan,Bluebird,14.4382,64.2,18432,4.9,598
1905.6315789999999,6528,petrol,10954,Mazda,3,30.99513158,101.8947368,18075,5.789473684,593
1384.0,10381,petrol,5986,Seat,Arosa,13.70454545,47.45454545,17174,4.818181818,807
1324.357143,3431,petrol,12935,Seat,Toledo,20.37,74.21428571,17044,5.642857143,678
1986.766667,1864,diesel,14203,Volvo,S80,50.94,138.2833333,16989,6.266666667000001,922
2050.333333,3964,petrol,11731,Honda,Prelude,27.78966667,110.66666670000001,16519,4.666666667,824
3999.0,1594,petrol,14267,BMW,M3,135.1055,309.0,16470,6.5,609
1796.6,6734,petrol,8817,BMW,118i,37.4265,104.2,16461,6.2,910
1406.0,7905,petrol,7463,Audi,A2,23.0525,55.0,16431,5.0,1063
2238.631579,5820,petrol,9785,Chrysler,PT,29.88478947,109.1052632,16371,4.736842105,766
998.0,9724,petrol,5983,Kia,Picanto,16.59192308,52.84615385,16258,5.0,551
2526.5,4145,petrol,11431,Ford,Maverick,29.151,89.0,16209,5.0,633
5000.0,2165,petrol,13095,Jaguar,XK,145.6466667,283.0,16021,6.0,761
1995.0,4865,petrol,10242,Chrysler,Neon,19.71783333,98.0,15900,4.0,793
1817.315789,5166,petrol,9922,Mitsubishi,Space,23.16515789,82.15789474,15690,3.947368421,602
2548.833333,1945,petrol,13085,MG,ZT,42.74666667,128.5,15479,5.0,449
1498.0,6514,petrol,8100,Honda,HR-V,32.723,96.0,15433,3.6,819
1817.315789,4584,petrol,9649,Mitsubishi,Space,23.16515789,82.15789474,15186,3.947368421,953
1528.807692,5124,diesel,8831,Volkswagen,Touran,32.98557692,94.03846154,14873,6.230769231,918
2127.333333,2475,petrol,11665,Mitsubishi,Galant,25.08266667,93.6,14732,4.533333333,592
2242.636364,4079,diesel,9948,Hyundai,Santa,44.14181818,144.63636359999998,14445,6.545454545,418
1908.1666670000002,3777,petrol,9290,Nissan,Serena,22.95383333,67.33333333,13841,5.0,774
1753.0,4873,petrol,8096,Fiat,Multipla,25.2075,80.5,13757,5.0,788
1634.2,4867,diesel,8385,Kia,Sportage,43.97,115.3,13751,6.6,499
1289.0,4103,petrol,8874,Skoda,Favorit,7.863333333,44.0,13519,5.0,542
6208.0,2716,petrol,10040,Mercedes,SLS,264.675,420.0,13470,7.0,714
1597.0,10611,petrol,2338,Ford,Streetka,26.0,70.0,13441,5.0,492
1391.023256,4690,diesel,7873,Renault,Kangoo,18.76848837,67.02325581,13269,4.860465116,706
1324.0,6454,petrol,6099,Kia,Pride,9.358333333,47.0,13206,4.333333333,653
1446.125,4543,diesel,7765,Fiat,Tipo,23.585,80.8125,12949,5.8125,641
1969.0,3636,petrol,8412,Volvo,XC90,85.82946154,213.15384619999998,12925,8.0,877
1824.4285710000001,3189,petrol,8964,Volvo,460,20.49710714,72.42857143,12730,4.1428571430000005,577
1541.5,4105,petrol,7875,Honda,Concerto,16.67175,74.0,12718,4.5,738
1363.5,4305,petrol,7471,Suzuki,Baleno,17.587,73.08333333,12426,4.083333333,650
2362.0,2736,petrol,9084,Ford,Cougar,32.11766667,115.33333329999999,12294,4.666666667,474
1655.741935,3629,petrol,7555,Seat,Cordoba,17.31241935,66.35483871,11737,4.967741935,553
1599.0,3853,petrol,7215,Hyundai,Matrix,18.512999999999998,76.0,11335,4.6,267
1462.3625,3098,petrol,7713,Citroen,C4,29.26025,90.625,11091,5.95,280
2244.0,2180,petrol,8082,Ford,Probe,24.84,102.0,10718,5.0,456
2178.1923079999997,1690,diesel,8649,Peugeot,407,38.72769231,114.6538462,10714,5.538461538,375
2521.0924370000002,1022,diesel,9373,Land-Rover,Range,107.6705126,196.3361345,10693,8.277310924,298
2245.6,1718,petrol,8417,Toyota,Camry,30.0062,115.46666670000002,10686,3.2,551
2349.08,1658,petrol,8457,Audi,100,37.32636,101.12,10591,4.76,476
2323.9375,2843,petrol,7055,Volvo,C70,52.19640625,126.5,10459,5.3125,561
1755.75,2827,petrol,7250,Kia,Carens,31.195,105.875,10329,6.0,252
2048.666667,2340,petrol,7589,Kia,Sorento,36.01325,151.66666669999998,10171,6.0,242
1534.392857,2989,diesel,6678,Peugeot,Partner,20.36464286,82.25,10039,5.857142857,372
1998.0,1941,petrol,7369,Daewoo,Leganza,23.245,98.0,9762,4.5,452
1428.4,4641,petrol,4309,Mazda,Demio,14.7754,51.4,9432,4.8,482
2778.0,2863,petrol,5878,BMW,Z4,64.109625,202.125,9408,6.75,667
1709.5384620000002,2241,petrol,6778,Mitsubishi,Lancer,23.01661538,90.88461538,9367,4.730769231,348
1523.333333,2742,petrol,5927,Suzuki,Liana,18.88233333,74.0,9195,4.666666667,526
2019.75,2417,petrol,6292,Fiat,Ulysse,36.70125,91.75,9146,4.875,437
1495.0,4383,petrol,4340,Daihatsu,Terios,26.19775,77.0,9142,4.625,419
1764.0,2013,petrol,6718,Daewoo,Espero,16.80266667,71.0,9135,4.5,404
1996.684211,1805,petrol,6647,Renault,21,20.35378947,67.68421053,8857,4.789473684,405
1938.0,2808,petrol,5635,Mazda,Premacy,23.22409091,82.0,8823,4.909090909,380
679.0,4204,petrol,4003,Smart,City-coupe,13.2053,35.8,8722,6.0,515
1721.5,3517,petrol,4525,Mazda,MX-3,22.127,83.0,8537,5.0,495
1496.0,3972,petrol,4171,Mazda,2,21.6,64.625,8463,6.0,320
1730.0,836,petrol,7220,Lotus,Elise,53.792,134.33333330000002,8396,6.0,340
1997.142857,2179,diesel,5737,Peugeot,806,29.57028571,84.0,8375,5.0,459
1998.0,2474,petrol,5256,Toyota,Picnic,25.29875,94.0,8328,4.5,598
1298.666667,3750,petrol,4154,Renault,Modus,17.82333333,70.33333333,8256,4.666666667,352
1594.0,2291,petrol,5566,Kia,Shuma,15.16166667,75.0,8189,4.666666667,332
2396.4,2847,petrol,4726,BMW,X3,76.5922,184.0,8012,8.0,439
2117.6,2423,petrol,5225,Hyundai,Trajet,30.351999999999997,99.0,7905,4.4,257
1523.741935,1975,diesel,5617,Fiat,Doblo,25.17006452,79.30645161,7824,5.516129032,232
1932.1538460000002,1883,petrol,5577,Volkswagen,Vento,18.16715385,70.30769231,7817,4.692307692,357
1183.25,4126,petrol,3184,Daihatsu,Sirion,14.333375,59.875,7674,4.5625,364
2634.222222,1076,petrol,5440,Volvo,960,40.7645,133.3333333,6891,4.333333333,375
1405.0,3393,petrol,3106,Rover,CityRover,11.74,63.0,6802,5.0,303
2116.0,1222,petrol,5043,Hyundai,Sonata,31.7425,119.66666670000001,6537,4.833333333,272
2344.0,854,petrol,5342,Volvo,S70,36.90769355,126.14516129999998,6516,4.5,320
1936.6,1185,petrol,4947,Mazda,Xedos,28.9602,100.8,6507,4.4,375
1431.333333,3550,petrol,2557,Mazda,121,13.190999999999999,51.33333333,6434,5.0,327
1980.634146,861,petrol,5271,Audi,Coupe,35.86943902,117.0243902,6368,5.585365854,236
1695.0,2802,petrol,3322,Rover,Streetwise,20.74,75.0,6366,5.0,242
2304.97561,1004,diesel,4863,Land-Rover,Defender,108.74719509999998,207.6097561,6207,7.853658537,340
2734.5,737,petrol,5227,Porsche,944,59.4905,137.5,6200,5.0,236
2998.0,652,petrol,5306,Toyota,Supra,81.295,250.0,6156,8.0,198
1781.0,728,petrol,5050,Volkswagen,Corrado,35.34,118.0,6015,5.0,237
1864.8,774,petrol,5006,Ford,Capri,11.7129,69.0,5904,4.0,124
1997.0,1277,petrol,4287,Honda,S2000,55.25,177.0,5900,6.0,336
1594.0,1941,petrol,3663,Kia,Mentor,14.76166667,75.0,5864,4.666666667,260
2981.0,391,petrol,5138,Audi,A8,116.545,230.0,5795,8.0,266
2106.5,1342,petrol,3855,Volvo,V50,36.52419118,113.3529412,5550,5.176470588,353
998.0,2594,petrol,2484,Subaru,Justy,11.745,51.0,5504,5.0,426
3295.0,1129,petrol,4082,Porsche,Cayenne,158.976,326.0,5447,8.0,236
1587.222222,1270,petrol,3909,Volkswagen,Jetta,31.30566667,96.92592593,5411,6.259259258999999,232
2309.0,1723,petrol,3314,Audi,Cabriolet,43.9745,98.0,5338,4.5,301
2953.588235,883,diesel,4271,Nissan,Patrol,38.48247059,90.94117647,5335,4.882352941000001,181
2979.0,634,petrol,4443,BMW,640i,114.87583329999998,235.0,5289,8.0,212
2027.8333329999998,1620,petrol,3446,Citroen,C8,45.59125,104.16666670000001,5288,5.25,222
1696.4285710000001,1289,petrol,3703,Alfa-Romeo,146,18.19842857,87.71428571,5282,5.0,290
1596.92,514,petrol,4519,Mercedes,CLA,46.5274,131.6,5227,7.04,194
2211.071429,795,petrol,4032,Renault,Safrane,31.79107143,104.1428571,5079,4.571428571,252
2053.0,1496,diesel,3275,Peugeot,807,45.76307692,109.07692309999999,5042,5.307692308,271
1750.615385,984,petrol,3833,Volkswagen,Scirocco,33.70615385,120.1538462,5030,6.153846154,213
1827.8,1079,petrol,3739,Hyundai,Elantra,19.055,89.2,4965,4.6,147
1592.0,520,petrol,4177,Skoda,Superb,39.725,110.0,4935,6.8,238
698.0,1705,petrol,2841,Smart,Roadster-coupe,24.35,60.0,4794,6.0,248
2967.0,1128,diesel,3449,Volkswagen,Touareg,94.098125,190.0,4778,8.0,201
1624.769231,1432,petrol,3144,Hyundai,Tucson,41.59161538,111.3076923,4672,6.461538462,96
2345.1,516,petrol,3791,Citroen,XM,36.35965,110.5,4498,4.55,191
2696.5,1237,petrol,2961,Alfa-Romeo,Spider,55.2,163.5,4458,6.0,260
1759.1904760000002,962,petrol,3204,Fiat,Tempra,17.91985714,64.47619048,4356,4.19047619,190
2315.0,487,petrol,3587,Peugeot,607,48.09553571,117.7857143,4240,5.1071428569999995,166
1984.0,673,petrol,3380,Audi,S3,60.87,228.0,4235,6.75,182
2555.285714,565,petrol,3454,Nissan,Maxima,34.10357143,121.8571429,4231,4.571428571,212
1974.0,1036,petrol,2817,Nissan,Prairie,21.406999999999996,72.0,4070,4.5,217
2254.0,1059,petrol,2643,Honda,Shuttle,30.081,110.0,3991,4.0,289
3498.0,485,petrol,3265,Nissan,350Z,55.4225,221.0,3911,6.0,161
1833.0,1230,petrol,2338,Honda,Stream,27.935,103.5,3832,5.0,264
2393.0,596,diesel,3030,Toyota,Hilux,46.60136364,110.0,3772,6.0,146
1696.4285710000001,958,petrol,2477,Alfa-Romeo,145,17.42714286,87.71428571,3623,5.0,188
2309.340426,792,diesel,2545,Mercedes,Viano,57.22905851,120.42553190000001,3559,5.234042553,222
2328.333333,795,petrol,2482,Mazda,MX-6,30.92666667,110.33333329999999,3445,4.666666667,168
3358.666667,416,petrol,2813,Honda,Legend,69.39699999999999,173.0,3417,5.0,188
1774.7789469999998,898,diesel,2009,Seat,Altea,27.13,96.05263158,3386,5.768421053,479
2174.037037,634,diesel,2484,Volvo,XC70,58.46907407,148.5185185,3367,6.444444444,249
998.0,2037,petrol,1035,Peugeot,107,11.14333333,50.0,3179,5.0,107
1914.714286,1078,petrol,1873,Honda,FR-V,33.12857143,103.0,3098,5.285714286,147
850.2727273,1660,petrol,1250,Chevrolet,Matiz,9.492272727000001,40.81818182,3083,4.909090909,173
3764.333333,377,petrol,2551,Audi,S4,95.29916667,253.66666669999998,3051,6.333333333,123
5577.8,202,petrol,2710,Bentley,Continental,285.247,428.2,3013,7.2,101
1182.4,594,petrol,2275,Suzuki,SJ,8.4656,41.4,2973,4.6,104
4395.0,144,petrol,2566,BMW,M550i,134.789,390.0,2816,8.0,106
2755.571429,503,diesel,2132,Ssangyong,Musso,38.79428571,98.57142857,2741,4.428571429,106
3100.333333,494,diesel,2070,Hyundai,Terracan,44.62833333,127.66666670000001,2617,4.333333333,53
1353.363636,1053,petrol,1364,Chevrolet,Kalos,14.22409091,64.45454545,2565,4.727272727,148
1549.8,512,petrol,1946,Honda,Integra,17.5296,78.4,2547,4.6,89
2181.2,409,petrol,2025,Audi,90,28.379,91.6,2525,4.6,91
3228.0,186,petrol,2138,Aston-Martin,DB7,158.82299999999998,250.0,2423,4.5,99
2457.555556,269,petrol,2013,Alfa-Romeo,166,43.89111111,130.5555556,2407,5.666666667,125
2126.8,341,petrol,1949,Kia,Magentis,28.803,111.2,2350,4.8,60
1344.823529,966,diesel,1304,Fiat,Idea,20.31264706,63.29411765,2339,5.352941176,69
592.5625,1061,automatic,1138,Smart,Fortwo,19.9680625,55.375,2324,2.8125,125
2614.0,714,petrol,1501,Mazda,Tribute,38.025,129.5,2308,4.5,93
2016.7777780000001,307,petrol,1876,Alfa-Romeo,155,23.90933333,100.66666670000001,2279,5.0,96
